CLIENTE;EMISSAO;DT.SAIDA;C.E.P.;UF;CEP.ENTR.;UFE
84254-2;25/03/2024;25/03/2024;13270-180;SP;13270-180;SP
84255-9;07/02/2024;07/02/2024;13024-200;SP;13024-200;SP
84255-9;21/02/2024;21/02/2024;13024-200;SP;13024-200;SP
84255-9;05/03/2024;05/03/2024;13024-200;SP;13024-200;SP
84255-9;20/03/2024;20/03/2024;13024-200;SP;13024-200;SP
84255-9;03/04/2024;03/04/2024;13024-200;SP;13024-200;SP
84255-9;10/01/2024;10/01/2024;13024-200;SP;13024-200;SP
84255-9;26/01/2024;26/01/2024;13024-200;SP;13024-200;SP
84257-5;23/01/2024;23/01/2024;03652-000;SP;03652-000;SP
84257-5;13/02/2024;13/02/2024;03652-000;SP;03652-000;SP
84257-5;07/03/2024;07/03/2024;03652-000;SP;03652-000;SP
84261-7;02/01/2024;02/01/2024;05003-020;SP;05003-020;SP
84261-7;12/02/2024;12/02/2024;05003-020;SP;05003-020;SP
84261-7;12/02/2024;12/02/2024;05003-020;SP;05003-020;SP
84261-7;28/03/2024;28/03/2024;05003-020;SP;05003-020;SP
84274-0;14/03/2024;14/03/2024;01510-001;SP;01510-001;SP
84285-6;22/01/2024;22/01/2024;05303-000;SP;05303-000;SP
84285-6;22/02/2024;22/02/2024;05303-000;SP;05303-000;SP
84285-6;03/04/2024;03/04/2024;05303-000;SP;05303-000;SP
84289-8;17/01/2024;17/01/2024;07114-100;SP;07114-100;SP
84289-8;13/03/2024;13/03/2024;07114-100;SP;07114-100;SP
84314-4;11/03/2024;11/03/2024;02113-012;SP;02113-012;SP
84323-5;03/01/2024;03/01/2024;11703-520;SP;11703-520;SP
84323-5;31/01/2024;31/01/2024;11703-520;SP;11703-520;SP
84323-5;28/02/2024;28/02/2024;11703-520;SP;11703-520;SP
84323-5;13/03/2024;13/03/2024;11703-520;SP;11703-520;SP
84328-4;02/01/2024;02/01/2024;05005-900;SP;05005-900;SP
84328-4;05/02/2024;05/02/2024;05005-900;SP;05005-900;SP
84328-4;04/03/2024;04/03/2024;05005-900;SP;05005-900;SP
84328-4;01/04/2024;01/04/2024;05005-900;SP;05005-900;SP
84332-6;03/01/2024;03/01/2024;04151-900;SP;04151-900;SP
84344-1;14/03/2024;14/03/2024;01531-050;SP;01531-050;SP
84358-1;05/01/2024;05/01/2024;03648-080;SP;03317-000;SP
84358-1;30/01/2024;30/01/2024;03648-080;SP;03317-000;SP
84358-1;01/03/2024;01/03/2024;03648-080;SP;03317-000;SP
84358-1;12/03/2024;12/03/2024;03648-080;SP;03317-000;SP
84362-3;25/03/2024;25/03/2024;08650-245;SP;08650-245;SP
84364-9;23/01/2024;23/01/2024;04132-001;SP;04132-001;SP
84364-9;12/03/2024;12/03/2024;04132-001;SP;04132-001;SP
84364-9;15/03/2024;15/03/2024;04132-001;SP;04132-001;SP
84368-0;02/01/2024;02/01/2024;07790-890;SP;07790-890;SP
84368-0;08/02/2024;08/02/2024;07790-890;SP;07790-890;SP
84368-0;28/03/2024;28/03/2024;07790-890;SP;07790-890;SP
84385-4;22/01/2024;22/01/2024;06023-040;SP;06023-040;SP
84385-4;07/03/2024;07/03/2024;06023-040;SP;06023-040;SP
84386-2;19/02/2024;19/02/2024;13560-120;SP;13560-120;SP
84397-9;08/01/2024;08/01/2024;06023-140;SP;06023-140;SP
84397-9;07/02/2024;07/02/2024;06023-140;SP;06023-140;SP
84397-9;11/03/2024;11/03/2024;06023-140;SP;06023-140;SP
84416-7;02/01/2024;02/01/2024;08650-245;SP;08650-245;SP
84416-7;08/02/2024;08/02/2024;08650-245;SP;08650-245;SP
84420-9;10/01/2024;10/01/2024;02049-900;SP;02049-900;SP
84420-9;24/01/2024;24/01/2024;02049-900;SP;02049-900;SP
84420-9;20/03/2024;20/03/2024;02049-900;SP;02049-900;SP
84420-9;21/02/2024;21/02/2024;02049-900;SP;02049-900;SP
84438-1;19/03/2024;19/03/2024;18603-193;SP;05051-000;SP
84454-8;18/03/2024;18/03/2024;05302-030;SP;05302-030;SP
84461-3;26/02/2024;26/02/2024;12246-870;SP;12246-870;SP
84463-9;21/02/2024;21/02/2024;05416-010;SP;05416-010;SP
84477-9;06/03/2024;06/03/2024;09371-110;SP;09371-110;SP
84481-1;05/03/2024;05/03/2024;14020-510;SP;14020-510;SP
84497-7;01/02/2024;01/02/2024;01024-100;SP;01024-100;SP
84510-7;15/03/2024;15/03/2024;01123-001;SP;01123-001;SP
84516-4;15/01/2024;15/01/2024;13280-158;SP;13280-158;SP
84516-4;25/03/2024;25/03/2024;13280-158;SP;13280-158;SP
84530-5;03/01/2024;03/01/2024;11700-145;SP;11700-145;SP
84530-5;17/01/2024;17/01/2024;11700-145;SP;11700-145;SP
84530-5;19/02/2024;19/02/2024;11700-145;SP;11700-145;SP
84530-5;13/03/2024;13/03/2024;11700-145;SP;11700-145;SP
84530-5;26/03/2024;26/03/2024;11700-145;SP;11700-145;SP
84538-8;12/03/2024;12/03/2024;13208-056;SP;13208-056;SP
84540-4;20/03/2024;20/03/2024;06600-180;SP;06600-180;SP
84542-0;19/02/2024;19/02/2024;04544-051;SP;04544-051;SP
84542-0;03/04/2024;03/04/2024;04544-051;SP;04544-051;SP
84543-8;03/01/2024;03/01/2024;30330-030;MG;04569-003;SP
84543-8;07/02/2024;07/02/2024;30330-030;MG;04569-003;SP
84545-3;12/01/2024;12/01/2024;01123-020;SP;01123-020;SP
84554-5;06/02/2024;06/02/2024;04004-000;SP;04004-000;SP
84554-5;06/02/2024;06/02/2024;04004-000;SP;04004-000;SP
84563-6;08/02/2024;08/02/2024;17501-570;SP;17501-570;SP
84563-6;28/03/2024;28/03/2024;17501-570;SP;17501-570;SP
84565-1;07/03/2024;07/03/2024;12916-360;SP;03154-000;SP
84565-1;11/03/2024;11/03/2024;12916-360;SP;03154-000;SP
84570-1;29/02/2024;29/02/2024;03085-010;SP;03085-010;SP
84572-7;07/03/2024;07/03/2024;07190-100;SP;07190-100;SP
84584-2;26/01/2024;26/01/2024;17500-120;SP;17500-120;SP
84588-3;09/01/2024;09/01/2024;04144-000;SP;04144-000;SP
84588-3;01/02/2024;01/02/2024;04144-000;SP;04144-000;SP
84588-3;09/02/2024;09/02/2024;04144-000;SP;04144-000;SP
84588-3;01/04/2024;01/04/2024;04144-000;SP;04144-000;SP
84591-7;15/01/2024;15/01/2024;13309-090;SP;13309-090;SP
84591-7;05/02/2024;05/02/2024;13309-090;SP;13309-090;SP
84593-3;07/02/2024;07/02/2024;13060-811;SP;13060-811;SP
84593-3;06/03/2024;06/03/2024;13060-811;SP;13060-811;SP
84602-2;28/02/2024;28/02/2024;02405-030;SP;02405-030;SP
84613-9;07/03/2024;07/03/2024;11600-000;SP;11600-000;SP
84613-9;26/03/2024;26/03/2024;11600-000;SP;11600-000;SP
84614-7;09/01/2024;09/01/2024;06804-010;SP;06804-010;SP
84614-7;09/02/2024;09/02/2024;06804-010;SP;06804-010;SP
84614-7;07/03/2024;07/03/2024;06804-010;SP;06804-010;SP
84614-7;01/04/2024;01/04/2024;06804-010;SP;06804-010;SP
84618-8;02/01/2024;02/01/2024;02049-900;SP;02049-900;SP
84618-8;22/01/2024;22/01/2024;02049-900;SP;02049-900;SP
84618-8;22/01/2024;22/01/2024;02049-900;SP;02049-900;SP
84618-8;29/02/2024;29/02/2024;02049-900;SP;02049-900;SP
84627-9;15/01/2024;15/01/2024;13209-011;SP;13209-011;SP
84627-9;30/01/2024;30/01/2024;13209-011;SP;13209-011;SP
84627-9;07/03/2024;07/03/2024;13209-011;SP;13209-011;SP
84631-1;31/01/2024;31/01/2024;03154-000;SP;03154-000;SP
84631-1;15/02/2024;15/02/2024;03154-000;SP;03154-000;SP
84631-1;13/03/2024;13/03/2024;03154-000;SP;03154-000;SP
84632-9;18/01/2024;18/01/2024;01506-000;SP;01506-000;SP
84632-9;16/01/2024;16/01/2024;01506-000;SP;01506-000;SP
84632-9;01/02/2024;01/02/2024;01506-000;SP;01506-000;SP
84632-9;28/02/2024;28/02/2024;01506-000;SP;01506-000;SP
84632-9;19/03/2024;19/03/2024;01506-000;SP;01506-000;SP
84643-6;12/01/2024;12/01/2024;08655-193;SP;08655-193;SP
84644-4;12/02/2024;12/02/2024;07090-020;SP;07090-020;SP
84650-1;24/01/2024;24/01/2024;13185-230;SP;13185-230;SP
84650-1;22/02/2024;22/02/2024;13185-230;SP;13185-230;SP
84650-1;20/03/2024;20/03/2024;13185-230;SP;13185-230;SP
84654-3;09/02/2024;09/02/2024;02120-000;SP;02120-000;SP
84655-0;05/02/2024;05/02/2024;06709-015;SP;06709-015;SP
84655-0;26/03/2024;26/03/2024;06709-015;SP;06709-015;SP
84661-8;04/01/2024;04/01/2024;01327-001;SP;01327-001;SP
84661-8;20/02/2024;20/02/2024;01327-001;SP;01327-001;SP
84661-8;26/03/2024;26/03/2024;01327-001;SP;01327-001;SP
84665-9;15/01/2024;15/01/2024;13188-021;SP;13188-021;SP
84665-9;10/01/2024;10/01/2024;13188-021;SP;13188-021;SP
84665-9;07/02/2024;07/02/2024;13188-021;SP;13188-021;SP
84665-9;20/03/2024;20/03/2024;13188-021;SP;13188-021;SP
84670-9;08/02/2024;08/02/2024;09111-340;SP;09111-340;SP
84670-9;19/03/2024;19/03/2024;09111-340;SP;09111-340;SP
84681-6;08/01/2024;08/01/2024;13213-000;SP;13213-000;SP
84681-6;08/01/2024;08/01/2024;13213-000;SP;13213-000;SP
84681-6;08/01/2024;08/01/2024;13213-000;SP;13213-000;SP
84681-6;02/01/2024;02/01/2024;13213-000;SP;13213-000;SP
84681-6;02/01/2024;02/01/2024;13213-000;SP;13213-000;SP
84681-6;12/01/2024;15/01/2024;13213-000;SP;13213-000;SP
84681-6;12/01/2024;15/01/2024;13213-000;SP;13213-000;SP
84681-6;23/01/2024;24/01/2024;13213-000;SP;13213-000;SP
84681-6;23/01/2024;24/01/2024;13213-000;SP;13213-000;SP
84681-6;23/01/2024;24/01/2024;13213-000;SP;13213-000;SP
84681-6;29/01/2024;31/01/2024;13213-000;SP;13213-000;SP
84681-6;29/01/2024;31/01/2024;13213-000;SP;13213-000;SP
84681-6;12/02/2024;14/02/2024;13213-000;SP;13213-000;SP
84681-6;12/02/2024;14/02/2024;13213-000;SP;13213-000;SP
84681-6;23/02/2024;26/02/2024;13213-000;SP;13213-000;SP
84681-6;23/02/2024;26/02/2024;13213-000;SP;13213-000;SP
84681-6;28/02/2024;01/03/2024;13213-000;SP;13213-000;SP
84681-6;28/02/2024;01/03/2024;13213-000;SP;13213-000;SP
84681-6;05/03/2024;08/03/2024;13213-000;SP;13213-000;SP
84681-6;05/03/2024;08/03/2024;13213-000;SP;13213-000;SP
84681-6;21/03/2024;22/03/2024;13213-000;SP;13213-000;SP
84681-6;21/03/2024;22/03/2024;13213-000;SP;13213-000;SP
84683-2;06/03/2024;06/03/2024;11060-400;SP;11060-400;SP
84683-2;17/01/2024;17/01/2024;11060-400;SP;11060-400;SP
84683-2;31/01/2024;31/01/2024;11060-400;SP;11060-400;SP
84683-2;20/02/2024;20/02/2024;11060-400;SP;11060-400;SP
84683-2;28/02/2024;28/02/2024;11060-400;SP;11060-400;SP
84683-2;13/03/2024;13/03/2024;11060-400;SP;11060-400;SP
84683-2;13/03/2024;13/03/2024;11060-400;SP;11060-400;SP
84684-0;10/01/2024;10/01/2024;04662-001;SP;04662-001;SP
84684-0;09/02/2024;09/02/2024;04662-001;SP;04662-001;SP
84684-0;16/02/2024;16/02/2024;04662-001;SP;04662-001;SP
84684-0;21/02/2024;21/02/2024;04662-001;SP;04662-001;SP
84684-0;08/03/2024;08/03/2024;04662-001;SP;04662-001;SP
84684-0;18/03/2024;18/03/2024;04662-001;SP;04662-001;SP
84684-0;20/03/2024;20/03/2024;04662-001;SP;04662-001;SP
84684-0;03/04/2024;03/04/2024;04662-001;SP;04662-001;SP
84689-9;09/01/2024;09/01/2024;01506-020;SP;01506-020;SP
84689-9;29/01/2024;29/01/2024;01506-020;SP;01506-020;SP
84689-9;22/02/2024;22/02/2024;01506-020;SP;01506-020;SP
84689-9;27/03/2024;27/03/2024;01506-020;SP;01506-020;SP
84694-9;02/02/2024;02/02/2024;04711-130;SP;04711-130;SP
84694-9;03/04/2024;03/04/2024;04711-130;SP;04711-130;SP
84695-6;04/01/2024;04/01/2024;09090-780;SP;09090-780;SP
84695-6;05/01/2024;05/01/2024;09090-780;SP;09090-780;SP
84695-6;17/01/2024;17/01/2024;09090-780;SP;09090-780;SP
84695-6;27/02/2024;27/02/2024;09090-780;SP;09090-780;SP
84695-6;19/03/2024;19/03/2024;09090-780;SP;09090-780;SP
84695-6;26/03/2024;26/03/2024;09090-780;SP;09090-780;SP
84696-4;09/02/2024;09/02/2024;08773-130;SP;08773-130;SP
84696-4;27/03/2024;27/03/2024;08773-130;SP;08773-130;SP
84698-0;25/03/2024;25/03/2024;02138-020;SP;02138-020;SP
84700-4;29/02/2024;29/02/2024;04583-110;SP;04583-110;SP
84700-4;05/01/2024;05/01/2024;04583-110;SP;04583-110;SP
84700-4;09/01/2024;09/01/2024;04583-110;SP;04583-110;SP
84700-4;10/01/2024;10/01/2024;04583-110;SP;04583-110;SP
84700-4;23/01/2024;23/01/2024;04583-110;SP;04583-110;SP
84700-4;08/02/2024;08/02/2024;04583-110;SP;04583-110;SP
84700-4;20/02/2024;20/02/2024;04583-110;SP;04583-110;SP
84700-4;06/03/2024;06/03/2024;04583-110;SP;04583-110;SP
84705-3;20/02/2024;20/02/2024;04535-003;SP;04535-003;SP
84720-2;04/01/2024;04/01/2024;04735-005;SP;04735-005;SP
84720-2;04/01/2024;04/01/2024;04735-005;SP;04735-005;SP
84720-2;29/01/2024;29/01/2024;04735-005;SP;04735-005;SP
84720-2;07/02/2024;07/02/2024;04735-005;SP;04735-005;SP
84720-2;28/02/2024;28/02/2024;04735-005;SP;04735-005;SP
84720-2;21/03/2024;21/03/2024;04735-005;SP;04735-005;SP
84720-2;03/04/2024;03/04/2024;04735-005;SP;04735-005;SP
84721-0;04/01/2024;04/01/2024;01302-000;SP;01302-000;SP
84721-0;04/01/2024;04/01/2024;01302-000;SP;01302-000;SP
84721-0;30/01/2024;30/01/2024;01302-000;SP;01302-000;SP
84721-0;13/02/2024;13/02/2024;01302-000;SP;01302-000;SP
84721-0;28/02/2024;28/02/2024;01302-000;SP;01302-000;SP
84721-0;12/03/2024;12/03/2024;01302-000;SP;01302-000;SP
84721-0;26/03/2024;26/03/2024;01302-000;SP;01302-000;SP
84721-0;04/01/2024;04/01/2024;01302-000;SP;01302-000;SP
84721-0;16/01/2024;16/01/2024;01302-000;SP;01302-000;SP
84737-6;17/01/2024;17/01/2024;11320-001;SP;11320-001;SP
84737-6;13/03/2024;13/03/2024;11320-001;SP;11320-001;SP
84743-4;06/02/2024;06/02/2024;04534-001;SP;04534-001;SP
84743-4;03/04/2024;03/04/2024;04534-001;SP;04534-001;SP
84751-7;17/01/2024;17/01/2024;05318-030;SP;05318-030;SP
84751-7;05/02/2024;05/02/2024;05318-030;SP;05318-030;SP
84751-7;15/02/2024;15/02/2024;05318-030;SP;05318-030;SP
84751-7;11/03/2024;11/03/2024;05318-030;SP;05318-030;SP
84763-2;16/02/2024;16/02/2024;01226-000;SP;01226-000;SP
84771-5;18/01/2024;18/01/2024;04255-000;SP;04255-000;SP
84771-5;11/03/2024;11/03/2024;04255-000;SP;04255-000;SP
84786-3;04/01/2024;04/01/2024;03422-000;SP;03422-000;SP
84786-3;15/02/2024;15/02/2024;03422-000;SP;03422-000;SP
84786-3;05/03/2024;05/03/2024;03422-000;SP;03422-000;SP
84786-3;19/03/2024;19/03/2024;03422-000;SP;03422-000;SP
84786-3;01/04/2024;01/04/2024;03422-000;SP;03422-000;SP
84788-9;12/01/2024;12/01/2024;06453-000;SP;06453-000;SP
84788-9;27/03/2024;27/03/2024;06453-000;SP;06453-000;SP
84796-2;19/02/2024;19/02/2024;13631-110;SP;13631-110;SP
84861-4;08/02/2024;08/02/2024;06501-060;SP;06501-060;SP
84862-2;20/03/2024;20/03/2024;13334-170;SP;13334-170;SP
84862-2;22/03/2024;22/03/2024;13334-170;SP;13334-170;SP
84868-9;22/01/2024;22/01/2024;05433-011;SP;05433-011;SP
84868-9;27/02/2024;27/02/2024;05433-011;SP;05433-011;SP
84879-6;04/03/2024;04/03/2024;02511-000;SP;02511-000;SP
84882-0;02/01/2024;02/01/2024;01419-002;SP;01419-002;SP
84882-0;06/03/2024;06/03/2024;01419-002;SP;01419-002;SP
84882-0;14/03/2024;14/03/2024;01419-002;SP;01419-002;SP
84885-3;15/02/2024;15/02/2024;09190-210;SP;09190-210;SP
84885-3;14/03/2024;14/03/2024;09190-210;SP;09190-210;SP
84889-5;05/01/2024;05/01/2024;06775-320;SP;06775-320;SP
84889-5;28/02/2024;28/02/2024;06775-320;SP;06775-320;SP
84890-3;13/03/2024;13/03/2024;05435-000;SP;05435-000;SP
84890-3;10/01/2024;10/01/2024;05435-000;SP;05435-000;SP
84890-3;24/01/2024;24/01/2024;05435-000;SP;05435-000;SP
84890-3;19/02/2024;19/02/2024;05435-000;SP;05435-000;SP
84890-3;11/03/2024;11/03/2024;05435-000;SP;05435-000;SP
84898-6;13/03/2024;13/03/2024;03011-011;SP;03011-011;SP
84908-3;04/01/2024;04/01/2024;06882-700;SP;06882-700;SP
84908-3;04/01/2024;04/01/2024;06882-700;SP;06882-700;SP
84908-3;15/01/2024;17/01/2024;06882-700;SP;06882-700;SP
84908-3;15/01/2024;17/01/2024;06882-700;SP;06882-700;SP
84908-3;16/01/2024;17/01/2024;06882-700;SP;06882-700;SP
84908-3;19/01/2024;22/01/2024;06882-700;SP;06882-700;SP
84908-3;19/01/2024;22/01/2024;06882-700;SP;06882-700;SP
84908-3;31/01/2024;02/02/2024;06882-700;SP;06882-700;SP
84908-3;31/01/2024;02/02/2024;06882-700;SP;06882-700;SP
84908-3;08/02/2024;09/02/2024;06882-700;SP;06882-700;SP
84908-3;08/02/2024;09/02/2024;06882-700;SP;06882-700;SP
84908-3;26/02/2024;28/02/2024;06882-700;SP;06882-700;SP
84908-3;26/02/2024;28/02/2024;06882-700;SP;06882-700;SP
84908-3;04/03/2024;06/03/2024;06882-700;SP;06882-700;SP
84908-3;04/03/2024;06/03/2024;06882-700;SP;06882-700;SP
84908-3;13/03/2024;15/03/2024;06882-700;SP;06882-700;SP
84908-3;13/03/2024;15/03/2024;06882-700;SP;06882-700;SP
84908-3;19/03/2024;20/03/2024;06882-700;SP;06882-700;SP
84908-3;19/03/2024;20/03/2024;06882-700;SP;06882-700;SP
84908-3;01/04/2024;03/04/2024;06882-700;SP;06882-700;SP
84908-3;01/04/2024;03/04/2024;06882-700;SP;06882-700;SP
84911-7;11/01/2024;11/01/2024;04144-000;SP;04144-000;SP
84911-7;29/02/2024;29/02/2024;04144-000;SP;04144-000;SP
84913-3;29/02/2024;29/02/2024;01510-000;SP;01510-000;SP
84913-3;09/01/2024;09/01/2024;01510-000;SP;01510-000;SP
84913-3;16/01/2024;16/01/2024;01510-000;SP;01510-000;SP
84913-3;18/01/2024;18/01/2024;01510-000;SP;01510-000;SP
84913-3;23/01/2024;23/01/2024;01510-000;SP;01510-000;SP
84913-3;09/02/2024;09/02/2024;01510-000;SP;01510-000;SP
84913-3;12/02/2024;12/02/2024;01510-000;SP;01510-000;SP
84913-3;21/02/2024;21/02/2024;01510-000;SP;01510-000;SP
84913-3;21/02/2024;21/02/2024;01510-000;SP;01510-000;SP
84913-3;23/02/2024;23/02/2024;01510-000;SP;01510-000;SP
84913-3;26/02/2024;26/02/2024;01510-000;SP;01510-000;SP
84913-3;12/03/2024;12/03/2024;01510-000;SP;01510-000;SP
84913-3;14/03/2024;14/03/2024;01510-000;SP;01510-000;SP
84913-3;21/03/2024;21/03/2024;01510-000;SP;01510-000;SP
84915-8;26/01/2024;26/01/2024;11619-392;SP;11619-392;SP
84916-6;20/02/2024;20/02/2024;11630-000;SP;11630-000;SP
84917-4;20/02/2024;20/02/2024;03143-002;SP;03143-002;SP
84917-4;19/03/2024;19/03/2024;03143-002;SP;03143-002;SP
84918-2;19/03/2024;19/03/2024;13478-712;SP;13478-712;SP
84920-8;25/03/2024;25/03/2024;12030-212;SP;12030-212;SP
84920-8;24/01/2024;24/01/2024;12030-212;SP;12030-212;SP
84920-8;26/02/2024;26/02/2024;12030-212;SP;12030-212;SP
84936-4;30/01/2024;30/01/2024;04021-020;SP;04021-020;SP
84936-4;06/02/2024;06/02/2024;04021-020;SP;04021-020;SP
84936-4;14/03/2024;14/03/2024;04021-020;SP;04021-020;SP
84937-2;27/02/2024;27/02/2024;04103-030;SP;04103-030;SP
84939-8;07/02/2024;07/02/2024;13025-151;SP;13025-151;SP
84951-3;03/01/2024;03/01/2024;05592-000;SP;05592-000;SP
84951-3;08/02/2024;08/02/2024;05592-000;SP;05592-000;SP
84951-3;13/03/2024;13/03/2024;05592-000;SP;05592-000;SP
84953-9;17/01/2024;17/01/2024;02521-000;SP;02521-000;SP
84953-9;08/01/2024;08/01/2024;02521-000;SP;02521-000;SP
84953-9;10/01/2024;10/01/2024;02521-000;SP;02521-000;SP
84953-9;15/01/2024;15/01/2024;02521-000;SP;02521-000;SP
84953-9;22/01/2024;22/01/2024;02521-000;SP;02521-000;SP
84953-9;29/01/2024;29/01/2024;02521-000;SP;02521-000;SP
84953-9;12/02/2024;12/02/2024;02521-000;SP;02521-000;SP
84953-9;19/02/2024;19/02/2024;02521-000;SP;02521-000;SP
84953-9;26/02/2024;26/02/2024;02521-000;SP;02521-000;SP
84953-9;04/03/2024;04/03/2024;02521-000;SP;02521-000;SP
84953-9;11/03/2024;11/03/2024;02521-000;SP;02521-000;SP
84953-9;18/03/2024;18/03/2024;02521-000;SP;02521-000;SP
84953-9;25/03/2024;25/03/2024;02521-000;SP;02521-000;SP
84953-9;01/04/2024;01/04/2024;02521-000;SP;02521-000;SP
84961-2;05/02/2024;05/02/2024;18040-323;SP;18040-323;SP
84961-2;03/04/2024;03/04/2024;18040-323;SP;18040-323;SP
84962-0;24/01/2024;24/01/2024;01310-300;SP;01310-300;SP
84962-0;26/02/2024;26/02/2024;01310-300;SP;01310-300;SP
84962-0;07/03/2024;07/03/2024;01310-300;SP;01310-300;SP
84962-0;19/03/2024;19/03/2024;01310-300;SP;01310-300;SP
84962-0;26/03/2024;26/03/2024;01310-300;SP;01310-300;SP
84962-0;01/04/2024;01/04/2024;01310-300;SP;01310-300;SP
84963-8;15/01/2024;15/01/2024;04520-001;SP;04520-001;SP
84963-8;06/03/2024;06/03/2024;04520-001;SP;04520-001;SP
84964-6;02/01/2024;02/01/2024;05717-220;SP;05717-220;SP
84964-6;22/01/2024;22/01/2024;05717-220;SP;05717-220;SP
84964-6;19/02/2024;19/02/2024;05717-220;SP;05717-220;SP
84964-6;28/03/2024;28/03/2024;05717-220;SP;05717-220;SP
84965-3;10/01/2024;10/01/2024;13025-210;SP;13025-210;SP
84965-3;20/03/2024;20/03/2024;13025-210;SP;13025-210;SP
84968-7;18/01/2024;18/01/2024;09090-770;SP;09090-770;SP
84968-7;15/02/2024;15/02/2024;09090-770;SP;09090-770;SP
84984-4;08/01/2024;08/01/2024;05513-400;SP;05513-400;SP
84986-9;07/03/2024;07/03/2024;01327-001;SP;01327-001;SP
84989-3;02/02/2024;02/02/2024;04551-000;SP;04551-000;SP
84989-3;03/04/2024;03/04/2024;04551-000;SP;04551-000;SP
84994-3;01/04/2024;01/04/2024;06707-000;SP;06707-000;SP
84997-6;16/01/2024;16/01/2024;18145-002;SP;18145-002;SP
84999-2;19/02/2024;19/02/2024;13501-090;SP;13501-090;SP
85000-8;03/01/2024;03/01/2024;04671-072;SP;04671-072;SP
85000-8;24/01/2024;24/01/2024;04671-072;SP;04671-072;SP
85000-8;29/01/2024;29/01/2024;04671-072;SP;04671-072;SP
85000-8;09/02/2024;09/02/2024;04671-072;SP;04671-072;SP
85000-8;14/02/2024;14/02/2024;04671-072;SP;04671-072;SP
85000-8;28/02/2024;28/02/2024;04671-072;SP;04671-072;SP
85000-8;25/03/2024;25/03/2024;04671-072;SP;04671-072;SP
85003-2;15/02/2024;15/02/2024;04566-001;SP;04566-001;SP
85009-9;15/01/2024;15/01/2024;03630-020;SP;03630-020;SP
85009-9;01/02/2024;01/02/2024;03630-020;SP;03630-020;SP
85009-9;21/02/2024;21/02/2024;03630-020;SP;03630-020;SP
85009-9;21/03/2024;21/03/2024;03630-020;SP;03630-020;SP
85013-1;19/01/2024;19/01/2024;14027-250;SP;14027-250;SP
85013-1;16/02/2024;16/02/2024;14027-250;SP;14027-250;SP
85027-1;17/01/2024;17/01/2024;19907-270;SP;19907-270;SP
85029-7;02/01/2024;02/01/2024;04756-010;SP;04756-010;SP
85029-7;17/01/2024;17/01/2024;04756-010;SP;04756-010;SP
85029-7;30/01/2024;30/01/2024;04756-010;SP;04756-010;SP
85029-7;19/02/2024;19/02/2024;04756-010;SP;04756-010;SP
85029-7;04/03/2024;04/03/2024;04756-010;SP;04756-010;SP
85029-7;18/03/2024;18/03/2024;04756-010;SP;04756-010;SP
85035-4;09/01/2024;09/01/2024;03403-002;SP;03403-002;SP
85035-4;10/01/2024;10/01/2024;03403-002;SP;03403-002;SP
85035-4;16/01/2024;16/01/2024;03403-002;SP;03403-002;SP
85035-4;22/02/2024;22/02/2024;03403-002;SP;03403-002;SP
85035-4;12/03/2024;12/03/2024;03403-002;SP;03403-002;SP
85036-2;05/03/2024;05/03/2024;09080-300;SP;09080-300;SP
85036-2;05/03/2024;05/03/2024;09080-300;SP;09080-300;SP
85051-1;08/01/2024;08/01/2024;02071-003;SP;02071-003;SP
85058-6;19/03/2024;19/03/2024;01311-200;SP;01311-200;SP
85060-2;30/01/2024;30/01/2024;09370-100;SP;09370-100;SP
85060-2;15/02/2024;15/02/2024;09370-100;SP;09370-100;SP
85062-8;02/01/2024;02/01/2024;05426-020;SP;05426-020;SP
85062-8;21/02/2024;21/02/2024;05426-020;SP;05426-020;SP
85066-9;11/01/2024;11/01/2024;09090-050;SP;09090-050;SP
85066-9;05/01/2024;05/01/2024;09090-050;SP;09090-050;SP
85066-9;09/01/2024;09/01/2024;09090-050;SP;09090-050;SP
85068-5;05/02/2024;05/02/2024;02415-001;SP;02415-001;SP
85068-5;26/02/2024;26/02/2024;02415-001;SP;02415-001;SP
85070-1;04/01/2024;04/01/2024;05425-070;SP;05425-070;SP
85072-7;06/02/2024;06/02/2024;03527-904;SP;03527-904;SP
85072-7;28/03/2024;28/03/2024;03527-904;SP;03527-904;SP
85079-2;05/01/2024;05/01/2024;01310-901;SP;01310-901;SP
85085-9;05/01/2024;05/01/2024;03166-001;SP;03166-001;SP
85088-3;25/01/2024;25/01/2024;04108-100;SP;04108-100;SP
85088-3;20/02/2024;20/02/2024;04108-100;SP;04108-100;SP
85088-3;27/02/2024;27/02/2024;04108-100;SP;04108-100;SP
85088-3;07/03/2024;07/03/2024;04108-100;SP;04108-100;SP
85088-3;26/03/2024;26/03/2024;04108-100;SP;04108-100;SP
85100-6;27/03/2024;27/03/2024;12420-010;SP;12412-390;SP
85100-6;26/02/2024;26/02/2024;12420-010;SP;12412-390;SP
85100-6;13/03/2024;13/03/2024;12420-010;SP;12412-390;SP
85112-1;27/02/2024;27/02/2024;03509-020;SP;03509-020;SP
85112-1;11/01/2024;11/01/2024;03509-020;SP;03509-020;SP
85112-1;31/01/2024;31/01/2024;03509-020;SP;03509-020;SP
85112-1;01/02/2024;01/02/2024;03509-020;SP;03509-020;SP
85112-1;20/02/2024;20/02/2024;03509-020;SP;03509-020;SP
85112-1;07/03/2024;07/03/2024;03509-020;SP;03509-020;SP
